csv,rows,columns,bytes,parse_error,stage_category,evidence_status,clean_release_policy,classification_notes
results/stage3/contract_v2/mixed_metric_audit/block_weight_delta_readout.csv,144,split;classifier;accuracy;macro_f1;length;local_mode;weight_name;weight_label;n_samples;n_features;accuracy_std;macro_f1_std,20745,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/mixed_metric_audit/block_weight_delta_readout_summary.csv,6,weight_name;weight_label;classifier;n_cells;macro_f1;accuracy;n_features,680,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/mixed_metric_audit/block_weight_local_mutation_metrics.csv,18000,sample_id;length;local_mode;weight_name;weight_label;noise_l2;local_l2;local_minus_noise_l2;selective_sensitivity_ratio;n_features,2886629,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/mixed_metric_audit/block_weight_local_mutation_summary.csv,6,weight_name;weight_label;n_cells;noise_l2;local_l2;local_minus_noise_l2;selective_sensitivity_ratio,892,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/mixed_metric_audit/block_weight_stability.csv,144,retrieval_top1;paired_cosine_mean;paired_cosine_p05;l2_delta_mean;l2_delta_p95;mean_pair_margin;margin_positive_rate;length;condition;weight_name;weight_label;count_weight;property_weight;msp_weight;n_pairs;n_features,28072,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/mixed_metric_audit/block_weight_stability_summary.csv,6,weight_name;weight_label;n_cells;paired_cosine;l2_drift;retrieval_top1,655,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/msp_bin_gamma_sensitivity/delta_readout_summary.csv,60,length;binset;gamma;n_cells;macro_f1_mean;macro_f1_std_mean;local_minus_noise_l2_mean;selective_sensitivity_ratio_mean;m_dim,6149,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/msp_bin_gamma_sensitivity/msp_bin_gamma_delta_readout.csv,480,length;local_mode;binset;bins;max_bin_count;gamma;n_triplets;noise_l2_mean;local_l2_mean;local_minus_noise_l2_mean;selective_sensitivity_ratio_mean;k_dim;p_dim;m_dim;total_dim;split;classifier;accuracy;macro_f1;accuracy_std;macro_f1_std,97193,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/msp_bin_gamma_sensitivity/msp_bin_gamma_stability.csv,200,retrieval_top1;paired_cosine_mean;paired_cosine_p05;l2_delta_mean;l2_delta_p95;mean_pair_margin;margin_positive_rate;length;condition;binset;bins;max_bin_count;gamma;n_pairs;k_dim;p_dim;m_dim;total_dim,32059,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/msp_bin_gamma_sensitivity/stability_summary.csv,40,length;binset;gamma;n_cells;paired_cosine_mean;l2_delta_mean;retrieval_top1_mean;m_dim,2596,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/block_drift_summary.csv,3,block;n_cells;paired_cosine_mean;l2_delta_mean;l2_delta_p95_mean,314,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/blockwise_drift.csv,60,length;condition;block;n_pairs;n_features;l2_delta_mean;l2_delta_p95;paired_cosine_mean;paired_cosine_p05,7584,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/conditional_mi_summary.csv,1,ck4_distance_mi_bits;p_distance_mi_bits;msp_distance_mi_bits;pmsp_joint_mi_bits;joint_ck4_pmsp_mi_bits;pmsp_conditional_on_ck4_mi_bits;joint_minus_ck4_mi_bits;pmsp_conditional_perm_p;joint_minus_ck4_perm_p;n_triplets,403,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/counterfactual_stability.csv,80,retrieval_top1;paired_cosine_mean;paired_cosine_p05;l2_delta_mean;l2_delta_p95;mean_pair_margin;margin_positive_rate;length;condition;representation;representation_label;n_pairs;n_features,12981,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/delta_readout_summary.csv,4,representation;representation_label;classifier;n_cells;macro_f1_mean;macro_f1_std_mean;accuracy_mean,471,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/local_conditional_block_mi.csv,12,ck4_distance_mi_bits;p_distance_mi_bits;msp_distance_mi_bits;pmsp_joint_mi_bits;joint_ck4_pmsp_mi_bits;pmsp_conditional_on_ck4_mi_bits;joint_minus_ck4_mi_bits;pmsp_conditional_perm_p;joint_minus_ck4_perm_p;length;local_mode;n_triplets,2551,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/local_counterfactual_delta_readout.csv,96,split;classifier;accuracy;macro_f1;length;local_mode;representation;representation_label;n_samples;n_features;accuracy_std;macro_f1_std,11821,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/local_counterfactual_mi.csv,48,mi_bits;mi_perm_p;mi_perm_mean;length;local_mode;representation;representation_label;n_triplets,5004,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/local_counterfactual_pairs.csv,12000,sample_id;length;local_mode;representation;representation_label;noise_l2;local_l2;local_minus_noise_l2;selective_sensitivity_ratio;n_features,1649082,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/local_pair_summary.csv,4,representation;representation_label;n_cells;noise_l2_mean;local_l2_mean;local_minus_noise_l2_mean;selective_sensitivity_ratio_mean,577,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/mi_summary.csv,4,representation;representation_label;n_cells;mi_bits_mean;mi_perm_p_median;mi_perm_mean,454,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/pooled_feature_reliability.csv,24,length;block;n_reads;n_features;mean_feature_sd;median_feature_sd;mean_bootstrap_ci_width;median_bootstrap_ci_width;min_bin_bp;median_bin_bp;worst_case_binomial_se,2057,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/reliability_summary.csv,24,length;block;n_reads;n_features;mean_feature_sd;median_feature_sd;mean_bootstrap_ci_width;median_bootstrap_ci_width;min_bin_bp;median_bin_bp;worst_case_binomial_se,2057,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_channel_counterfactual_audit/stability_summary.csv,4,representation;representation_label;n_cells;n_pairs_mean;paired_cosine_mean;l2_delta_mean;retrieval_top1_mean;mean_pair_margin,527,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_conditional_contrasts.csv,12,contrast;full_representation;comparator;evidence_layer;metric;metric_direction;paired_unit;n_pairs;full_mean;comparator_mean;mean_improvement_positive_is_better;bootstrap_95_ci_low;bootstrap_95_ci_high;wilcoxon_two_sided_p;full_better_fraction;bh_q,3070,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_delta_readout.csv,168,split;classifier;accuracy;macro_f1;length;local_mode;representation;representation_label;n_triplets;n_features;accuracy_std;macro_f1_std,18003,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_delta_readout_by_length.csv,21,length;representation;representation_label;n_cells;macro_f1_mean;macro_f1_std_mean;accuracy_mean,1527,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_delta_readout_summary.csv,7,representation;representation_label;classifier;n_cells;n_features;macro_f1_mean;macro_f1_std_mean;accuracy_mean,711,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_local_pair_summary.csv,7,representation;representation_label;n_cells;n_features;noise_l2_mean;local_l2_mean;local_minus_noise_l2_mean;selective_sensitivity_ratio_mean,864,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_local_pairs.csv,21000,sample_id;length;local_mode;representation;representation_label;noise_l2;local_l2;local_minus_noise_l2;selective_sensitivity_ratio;n_features,2587622,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_stability.csv,168,retrieval_top1;paired_cosine_mean;paired_cosine_p05;l2_delta_mean;l2_delta_p95;mean_pair_margin;margin_positive_rate;length;condition;representation;representation_label;n_pairs;n_features,24787,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_stability_by_length.csv,28,length;representation;representation_label;n_cells;paired_cosine_mean;l2_delta_mean;retrieval_top1_mean,2038,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/p_msp_contribution/p_msp_contribution_stability_summary.csv,7,representation;representation_label;n_cells;n_features;paired_cosine_mean;l2_delta_mean;retrieval_top1_mean,643,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_redundancy_runtime/audit_clean_read_sample.csv,1600,read_id;clean_read_id;sequence;label;species_id;genus;species;benchmark_role;target_binary;condition;source_rule;source_length;observed_layout;length;template_start;template_end;mutation_profile;notes,768882,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_redundancy_runtime/feature_runtime_overall.csv,6,representation;representation_label;n_lengths;median_features;ms_per_10k_reads;microseconds_per_read;peak_python_allocation_mib;density,780,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_redundancy_runtime/feature_runtime_summary.csv,24,length;representation;representation_label;n_reads;n_features;repeats;seconds_mean;seconds_median;ms_per_10k_reads;microseconds_per_read;peak_python_allocation_mib;density,3818,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_redundancy_runtime/property_msp_cca_detail.csv,20,length;component;canonical_correlation,554,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_redundancy_runtime/property_msp_redundancy_summary.csv,4,length;n_reads;p_dim;msp_dim;p_rank;msp_rank;pc1_corr_abs;cca1_abs;cca_mean_abs;row_cosine_median_abs;row_cosine_p95_abs,583,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_scaling/p_group_ablation_stability.csv,192,length;condition;omitted_p_group;n_pairs;p_features_remaining;retrieval_top1;paired_cosine_mean;paired_cosine_p05;l2_delta_mean;l2_delta_p95;mean_pair_margin;margin_positive_rate,26770,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_scaling/p_group_ablation_summary.csv,8,omitted_p_group;n_cells;paired_cosine;l2_drift;retrieval_top1,501,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_scaling/property_scaling_stability.csv,288,length;condition;representation;n_pairs;n_features;retrieval_top1;paired_cosine_mean;paired_cosine_p05;l2_delta_mean;l2_delta_p95;mean_pair_margin;margin_positive_rate,43657,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/contract_v2/property_scaling/property_scaling_summary.csv,12,representation;n_cells;paired_cosine;l2_drift;retrieval_top1,904,,stage3_metadata,metadata,include_selected,Stage-3 top-level manifests and subset metadata.
results/stage3/fullmatrix_property_contribution_ci/fullmatrix_property_art_ci.csv,8,representation;n_cells;paired_cosine_mean_mean;paired_cosine_mean_ci95_low;paired_cosine_mean_ci95_high;l2_delta_mean_mean;l2_delta_mean_ci95_low;l2_delta_mean_ci95_high;retrieval_top1_mean;retrieval_top1_ci95_low;retrieval_top1_ci95_high;representation_label;mean_features;paired cosine (95% CI);L2 drift (95% CI);top-1 retrieval (95% CI),2268,,stage3_fullmatrix_property_contribution,final_evidence_source,include,Bootstrap CI tables for full-matrix property contribution.
results/stage3/fullmatrix_property_contribution_ci/fullmatrix_property_art_delta_ci.csv,4,task;contrast;candidate;baseline;interpretation;n_paired_cells;delta_paired_cosine_mean_mean;delta_paired_cosine_mean_ci95_low;delta_paired_cosine_mean_ci95_high;delta paired_cosine_mean (95% CI);delta_l2_delta_mean_mean;delta_l2_delta_mean_ci95_low;delta_l2_delta_mean_ci95_high;delta l2_delta_mean (95% CI);delta_retrieval_top1_mean;delta_retrieval_top1_ci95_low;delta_retrieval_top1_ci95_high;delta retrieval_top1 (95% CI),1774,,stage3_fullmatrix_property_contribution,final_evidence_source,include,Bootstrap CI tables for full-matrix property contribution.
results/stage3/fullmatrix_property_contribution_ci/fullmatrix_property_cami_ci.csv,8,representation;n_cells;macro_f1_mean;macro_f1_ci95_low;macro_f1_ci95_high;accuracy_mean;accuracy_ci95_low;accuracy_ci95_high;representation_label;mean_features;macro-F1 (95% CI);accuracy (95% CI),1821,,stage3_fullmatrix_property_contribution,final_evidence_source,include,Bootstrap CI tables for full-matrix property contribution.
results/stage3/fullmatrix_property_contribution_ci/fullmatrix_property_cami_delta_ci.csv,4,task;contrast;candidate;baseline;interpretation;n_paired_cells;delta_macro_f1_mean;delta_macro_f1_ci95_low;delta_macro_f1_ci95_high;delta macro_f1 (95% CI);delta_accuracy_mean;delta_accuracy_ci95_low;delta_accuracy_ci95_high;delta accuracy (95% CI),1461,,stage3_fullmatrix_property_contribution,final_evidence_source,include,Bootstrap CI tables for full-matrix property contribution.
results/stage3/fullmatrix_property_contribution_ci/fullmatrix_property_controlled_ci.csv,16,task;representation;n_cells;macro_f1_mean;macro_f1_ci95_low;macro_f1_ci95_high;accuracy_mean;accuracy_ci95_low;accuracy_ci95_high;representation_label;mean_features;macro-F1 (95% CI);accuracy (95% CI),3553,,stage3_fullmatrix_property_contribution,final_evidence_source,include,Bootstrap CI tables for full-matrix property contribution.
results/stage3/fullmatrix_property_contribution_ci/fullmatrix_property_controlled_delta_ci.csv,8,task;contrast;candidate;baseline;interpretation;n_paired_cells;delta_macro_f1_mean;delta_macro_f1_ci95_low;delta_macro_f1_ci95_high;delta macro_f1 (95% CI);delta_accuracy_mean;delta_accuracy_ci95_low;delta_accuracy_ci95_high;delta accuracy (95% CI),2816,,stage3_fullmatrix_property_contribution,final_evidence_source,include,Bootstrap CI tables for full-matrix property contribution.
results/stage3/fullmatrix_property_contribution_controlled/position_property_controlled_results.csv,256,split;classifier;accuracy;macro_f1;n_features;task;length;condition;representation;n_samples;n_classes;accuracy_std;macro_f1_std,33972,,stage3_fullmatrix_property_contribution,final_evidence_source,include,Controlled P-versus-non-P full-matrix ablation.
results/stage3/gigadb_100344_files.csv,10,file_name;size_bytes;size_gb;data_type;sample_id;description;url,3575,,stage3_container,container_directory,container_only,Top-level stage-3 container; evidence classification is assigned to child result directories.
results/stage3/position_property_ablation/compact_baseline_readout.csv,5280,representation;classifier;n_samples;n_classes;n_features;accuracy;macro_f1;task;genus;length;condition;label_col,778873,,stage3_position_property_revision,final_evidence_source,include_summary_exclude_reads,Compact CK4/CK5 plus biochemical and position-aware property ablation.
results/stage3/position_property_ablation/compact_baseline_readout_all_conditions.csv,13200,representation;classifier;n_samples;n_classes;n_features;accuracy;macro_f1;task;genus;length;condition;label_col,1974442,,stage3_position_property_revision,final_evidence_source,include_summary_exclude_reads,Compact CK4/CK5 plus biochemical and position-aware property ablation.
results/stage3/position_property_ablation/compact_baseline_stability.csv,810,retrieval_top1;paired_cosine_mean;paired_cosine_p05;l2_delta_mean;l2_delta_p95;mean_pair_margin;margin_positive_rate;length;condition;representation;n_pairs;n_features;density;avg_nnz_per_read,157036,,stage3_position_property_revision,final_evidence_source,include_summary_exclude_reads,Compact CK4/CK5 plus biochemical and position-aware property ablation.
results/stage3/spaced_pattern_sanity/spaced_pattern_sanity_best_four_position.csv,6,Perturbation;Length;Best 4-position CSP pattern;Mean paired cosine;Mean L2 drift;Nearest-clean retrieval;Features,562,,stage3_spaced_pattern_sanity,final_evidence_source,include,Focused seed-layout stability and cardinality sanity check.
results/stage3/spaced_pattern_sanity/spaced_pattern_sanity_cardinality_summary.csv,3,cardinality;role;n_patterns;n_stability_cells;min_features;median_features;max_features;mean_paired_cosine;min_paired_cosine;max_paired_cosine;mean_l2_delta;mean_retrieval_top1,579,,stage3_spaced_pattern_sanity,final_evidence_source,include,Focused seed-layout stability and cardinality sanity check.
results/stage3/spaced_pattern_sanity/spaced_pattern_sanity_stability.csv,168,length;condition;condition_label;method;pattern;cardinality;span;role;add_property;n_pairs;paired_cosine_mean;paired_cosine_p05;l2_delta_mean;l2_delta_p95;retrieval_top1;n_features,31986,,stage3_spaced_pattern_sanity,final_evidence_source,include,Focused seed-layout stability and cardinality sanity check.
